     C44-04 GrizzleNizzle
     C44-05 Chazx
     C44-06 Mitchapalooza
     C44-07 Grantly0711
     C44-08 DickNixon
     C44-09 Captain Battleship
     C44-10 MorHavoc
C4 yourself --- 11
     C39-06 doug45vamp
     C39-07 Nytlight
     C39-08 PollyPocket
     C39-09 Fechin 2
     C39-10 SirFry
     C39-11 mentosdude
     C39-12 McFool
     C40-06 SnoochieBooch
     C40-07 Hydronine
     C40-08 themitch22
     C40-09 BobFrody
DH --- 11
     B32-03 Ormis
     B32-04 Cereal
     B32-05 Spacedog
     B32-06 s1deffect
     B32-07 rew1red
     B32-08 tactlessTurtle
     B33-01 Apherdite
     B33-02 Kainzo
     B33-03 Reserved
     B33-04 Seyton
     B34-02 Nosferatu
Space Narwhals --- 11
     B26-05 Hapless
     B26-06 Rolf
     B26-07 Wamo
     B26-08 dudebot
     B26-09 jbro512
     B26-10 MrBowler
     B27-05 JuukkaForgotToRegister
     B27-06 Shatti
     B27-07 IHasAHat
     B27-08 Flye
     B27-09 aggiejedi
UTA --- 11
     A60-02 RidoKilos
     A60-03 Nekoroll
     C54-03 bkim92
     C54-06 Dnoob
     C54-07 DandyPancake
     C54-08 NubKillaMitch
     C55-04 Born2Slow
     C55-05 Shadow_Smile
     C55-06 Hojounin
     C55-07 HakuJounin
     C55-08 Shadow1892
[B22] --- 11
     B22-01 Sleepy Lion
     B22-03 SPRINGBREAK
     B22-04 Beathan
     B22-05 Frank O Shen
     B22-06 Acelias
     B22-08 IzzyD
     B23-02 Mrguythestampede
     B23-03 dweebz
     B23-04 chadsvick
     B23-07 Simon
     B23-08 Servebot
Helicon --- 10
     A54-06 Reserved
     A54-07 Stachecat
     A54-08 LeadPhalanx
     A54-09 Jim
     A54-10 nothingguy
     A55-06 NECTAR
     A55-07 Sugarbear
     A55-08 Quoren
     A55-09 L3gndary
     A55-10 Drix
JAWA --- 10
     C30-09 nibbles
     C31-05 Hyperion
     C31-06 kidislegend
     C31-09 Nermen
     C31-10 Tourke
     C31-11 Fairchild
     C31-12 LibertyBone
     C32-06 WonderBread
     C32-11 WesMantooth
     C32-12 Obliv
LaG --- 10
     C49-01 CaZrO
     C49-02 Rena420
     C49-04 Spanked
     C49-05 NiTeLiTe
     C49-06 B0n3
     C49-07 Reserved
     C50-02 LordOfThePings
     C50-03 MaJic_NinJa
     C50-04 vAd0r
     C50-07 Yves
Overvolt Computing --- 10
     C60-04 dellhp8
     C60-05 Ace12209
     C60-06 Cassus11
     C60-07 JBis2S
     C60-09 ASP-stward1958
     C61-04 zeeee34
     C61-05 Bobjonez98
     C61-06 Darthnozo
     C61-07 Minsupa
     C61-09 Pike1950
sfn --- 10
     A11-04 KingDong
     A11-05 MAYDAY
     A11-06 Tonour
     A11-07 Mike_Knight
     A11-08 gMoneyBuddy
     A11-09 whiterice2
     A11-10 whiterice
     A12-07 Pickdog
     A12-08 och4
     A12-10 DOHCDragon
=HPSF= --- 9
     C36-01 rmp00n
     C36-02 kups
     C36-03 aznguile972
     C36-04 Nazp00n
     C36-05 dboyvo
     C37-01 1818
     C37-02 The Guy
     C37-03 MurderTrain
     C37-04 DrunkBus
FortLAN --- 9
     B04-03 raemiri
     B07-01 twodavez
     B07-02 User
     B07-03 ChaosClay
     B07-04 NickWic
     B08-01 JJ_Sky5000
     B08-02 s_mason16
     B08-03 BIG-SPENCE
     B08-04 friskydragon
Forum Wh0r3s --- 9
     A33-01 TheWildcat
     A33-08 Plight
     A34-01 HalfKiller
     A34-04 Jauris
     A34-05 MrEvil
     A34-07 sirskippy
     A34-08 dp_
     A34-09 Neg1
     A35-08 guyhalestorm@gmail.com
GGF --- 9
     C30-04 Zen
     C30-05 Kost
     C30-06 bryan
     C30-07 Trohnics
     C30-08 Dittopus
     C31-03 Scarycrow
     C31-04 Moortuse
     C31-07 DC
     C31-08 Katamari
GamerzUnite --- 9
     A27-04 Mr TEE
     A27-05 HndzDwn
     A27-07 InsaneTurbo13
     A27-09 IronSaint
     A27-10 Ranga14
     A28-06 megamanx00
     A28-07 s0Li
     A28-08 DrFraggles
     A28-10 Hocheckin
SAC --- 9
     B58-13 diehard
     B58-14 Rocky
     B58-15 SrapeGoda
     B59-11 BrainSurgeon
     B59-12 Mothra
     B59-13 Nine Asses
     B59-14 Dinobuff
     B59-15 Sensual Lumberjack
     B59-16 PenalAffliction
SLAM --- 9
     B70-10 keerzijde
     B70-11 Brosephski
     B70-12 Jingo Joe
     B70-13 Hemlock
     B71-10 Jbiggles
     B71-11 MysterySock
     B71-12 JakeBoy-SnakeMan
     B71-13 DonCheedle69
     B71-14 Natirasha
Wii Players Club --- 9
     A63-05 Falsefallacy
     A63-06 MFT
     A63-07 lazybum965
     A63-08 UltPotatoe
     A64-06 Hanstorm
     A64-07 amputect
     A64-08 Slater
     A64-09 Andy
     A64-10 Pambeasley
no muff too tuff --- 9
     A07-07 leesauce
     A07-08 g00bie
     A07-09 Battsman
     A08-04 mortonsucks
     A08-05 54m50n
     A08-06 Breastimus Max
     A08-08 gingerbreadassassin
     A08-09 B00
     A09-05 Reserved
BAP --- 8
     C58-07 Atomsk
     C58-08 Jittles
     C58-09 TonyPerkis
     C58-10 SomeGaveAll
     C59-06 thejayjay
     C59-07 Bandito
     C59-08 Funran
     C59-09 HardwareGuy
BUTT --- 8
     A29-03 Alvl99selby
     A29-04 MasterSketchCock
     A29-05 DanilaSpaghetti
     A29-06 Masterchops
     A29-08 Spartan5811
     A29-09 StabbyMckill
     A29-10 Hambone
     A30-10 General Jones
Cracked-Ice --- 8
     A32-01 Not Captain Mittens
     A32-02 FL0WL0W
     A32-03 Reserved
     A32-04 SHL0M0
     A32-05 Mujo Lankovich
     A32-06 Tek
     A32-07 Titonator102
     A32-08 Chesty
JwS --- 8
     A52-08 Cinders
     A52-09 nfinitesimal
     A52-10 illspirit
     A53-08 B3rz3rk
     A53-09 DepTii
     A53-10 Ranman
     A54-04 KniGht_M4r3
     A54-05 khaotik58
MILF --- 8
     B56-01 repo_man
     B56-02 KafeShifu
     B56-03 PaulWuzHere
     B56-04 Scroggs
     B56-05 Jesus
     B56-06 Supertoast22
     B56-08 underdog1425
     B56-09 Domshammer
Need Moar Pylonz --- 8
     B69-13 Xoo00o0o0o
     B69-14 darth415
     B69-15 Dumbpants
     B69-16 razldazlchick
     B69-17 panzerdragon678
     B69-18 techienerd01
     B69-19 QuantumKiller4
     B69-20 ahobo95
The Daily DDOS --- 8
     B33-20 Snoozie
     B33-21 Scottypimpin
     B33-22 Lilman505
     B34-18 Flopez
     B34-19 Jazzer
     B34-20 Mazick
     B34-21 Manny Poo
     B34-22 Jittlelames
Ass Blasters --- 7
     A13-06 X-Zippy-X
     A14-02 Wipeout
     A14-03 Suic1deTM
     A14-04 Conan
     A14-06 ericpp
     A14-07 Alysscock
     A14-08 phauxe
BFDC --- 7
     C26-11 solident
     C27-07 Tizirk
     C27-08 ROFLtown
     C27-09 XTrid
     C27-10 burnt_t04st
     C27-11 Ponzonatron
     C27-12 GluttonousTroll
Burks --- 7
     B70-16 QuickSteel
     B70-17 Reserved
     B70-18 Reserved
     B70-19 AaronLee
     B70-20 Mister Meeps
     B70-21 Agrevious
     B70-22 Klorkin
PWNS --- 7
     C59-01 Nafei
     C59-02 Sparhax
     C59-03 Tad
     C59-05 wereret42
     C60-01 OuchIAteMyself2
     C60-02 Chump McMonkey
     C60-03 megabytemike
Technic --- 7
     B34-03 KakerMix
     B34-04 sct
     B34-05 Zehn
     B34-06 GenPage
     B34-08 Skuli
     B34-09 CannibalVox
     B34-10 Ryuusei
[HOAGIES] --- 7
     B60-02 Lazaris
     B60-03 Nightman
     B60-04 TifferLite
     B60-05 Cevo-P Champion 1985
     B61-01 Reap
     B61-02 RAIN
     B61-04 BrokenSausage
iK4 --- 7
     C63-03 Stealthgyro
     C63-05 wtfbbqlolz
     C63-09 beaumega
     C64-01 Volatile
     C64-04 themeheecan
     C64-05 Reserved
     C64-06 ThunderMoose
1S2L --- 6
     B35-05 TaintRipper69
     B35-06 LeoMear
     B35-07 Lokiandra
     B35-08 AverageSandwich
     B35-09 ApokalypticNERD
     B35-10 TokieMcBlaze
BestBuy238 --- 6
     A40-01 Greenmetal5
     A40-02 Khapa
     A40-03 Icedoktaine
     A54-02 CantNerfSkill
     A55-01 Reserved
     A55-02 Celex
Clash Gamer --- 6
     A04-07 Zolwrath
     A06-03 Pizza Dlv Boy
     A06-04 Th3MadCow
     A06-05 Nanogenix
     A06-07 THUGLYFE
     A06-08 Fuji37
DBP --- 6
     C16-01 Projekt
     C16-02 Serenity
     C16-03 CheeseWheel
     C16-04 PartyboyBrandin
     C16-06 crashbox
     C16-07 monochrome
East Texas Nubs --- 6
     B67-22 JediSpam
     B68-18 G-Man
     B68-19 Texan
     B68-20 Lewtron
     B68-21 g00se
     B68-22 Viking
FSLan --- 6
     A16-03 Reserved
     A16-04 Easy Meat
     A16-07 Cypher
     A16-08 Apothecon
     A16-09 MvN_Touk
     A17-03 Tetsu
Gladium --- 6
     B65-01 Irishwiz
     B65-02 CrackRanger
     B65-03 Dragonscreed
     B65-04 Gillett
     B65-05 Voss
     B65-06 TinCrow
Grimmwulfs Raiders --- 6
     B03-04 Murpheous
     B03-05 Phoenix_GWR
     B03-08 TexasTornado
     B04-05 Slayer_GWR
     B04-06 Reserved
     B04-07 Reserved
Lord's Force --- 6
     A61-02 Reserved
     A62-01 deathbycoleslaw
     A63-01 morosecarrot
     A63-02 Reserved
     A63-03 Pedophile Dundee
     A63-04 rpoole89
NERDS --- 6
     B20-07 Powers75
     B20-10 GlassMazza
     B21-07 jdubz
     B21-08 Jmillz
     B21-09 Frodstar
     B21-10 mmega
New Project Gaming --- 6
     B12-13 BoneHavoc
     B12-14 DEagle434
     B12-15 Lektronic
     B12-16 Reserved
     B12-17 Joe Bobber
     B13-15 KarenC
Pretty Much The Group --- 6
     B19-13 exterminat
     B19-14 Tootsie
     B19-15 Good Sir D
     B19-16 Darthos770
     B19-17 Superboost
     B19-18 SanicRealm
Single Malt Soldiers --- 6
     B65-20 nkattakn
     B66-20 sasskuatch
     B66-21 Ettun
     B66-22 Cheshire
     B67-20 WadeofHonor
     B67-21 contrabandit
Space Potatoes --- 6
     A65-07 Turtool
     A65-08 QuietEnigma
     A65-10 bysmitty
     A66-07 madscientist
     A66-09 TexasTobaben
     A66-10 ZeroGuardian
TeSPA --- 6
     C47-01 Tropical Bob
     C47-04 Grindl
     C47-05 Wildecat
     C47-06 insurgent
     C48-02 Finalsights
     C48-04 Dawgy
[BOB] --- 6
     C25-03 WuFame
     C25-04 Kraden
     C25-05 Sirhutson
     C25-06 Reptar
     C26-06 hiyada
     C26-07 Veo
bmBros --- 6
     C58-01 Smoochie Wallace
     C58-02 ZeroPAiN
     C58-03 Onyx
     C58-04 Skeetle
     C58-05 Hippo
     C58-06 Branana
BROCRAFT --- 5
     A67-01 Swede
     A67-02 data.
     A67-05 Bleak
     A67-06 Rowmin
     A67-09 GalaxyFrame
Blood Royals --- 5
     A68-01 mowens86
     A68-02 Lacdannan
     A68-03 Hoshikuro
     A68-04 Oricseviltwin
     A68-05 Finrus
Buttercream Gang --- 5
     A15-06 Palyup
     A15-07 Undergr3nades
     A15-08 Ev0
     A15-09 The Newest Beta
     A15-10 Lonesock
Casual Mode --- 5
     A72-09 Banguin
     A72-10 Derel1ct
     A73-08 Narwhalrus
     A73-09 Gobbledeguk
     A73-10 Wastrel
Deadly Gaming --- 5
     A35-01 DG| Batmanned
     A35-02 DG| Radit
     A35-03 DG| NameNo1Chose
     A36-01 DG| Joker
     A36-03 DG| ImJonABoat
Distinguished Men of Class --- 5
     B24-18 Reserved
     B24-19 Ken-Ken
     B25-17 Banjo Burrito34
     B25-18 Rocker32703
     B25-19 SrgtSkinner
FFS --- 5
     B68-11 Talumar
     B68-12 Anady
     B68-13 Taliff
     B68-14 Mikkaselli
     B68-15 Snapah
IDGAF --- 5
     A56-01 Isolate
     A56-02 Density911
     A56-03 Jes1
     A56-04 Xeronal
     A56-07 Plagued
Justices of the Piece --- 5
     B66-02 TenementFunster
     B66-03 tmanubp
     B66-04 SpaceRangerJoe
     B66-06 RangerJoe
     B66-07 snow
PCPengwin --- 5
     B55-18 SofaKing
     B55-19 TurboPenguin92
     B55-20 Zinther
     B55-21 ChickenSnicker's
     B55-22 BRO Jake
QuakeNoobs --- 5
     C14-02 Shadowpickle
     C14-03 Dano
     C14-04 ReJenn
     C14-05 JAZZCHOPS
     C14-06 TeknoBlast
SVGA --- 5
     B08-05 Baldom
     B08-06 Nurv
     B08-07 Captain Steve-O
     B08-08 rosebud
     B08-09 Lhogan
SanAnLAN --- 5
     B39-17 KnuckleSangwich
     B39-18 _VeNoM_
     B39-19 dougp
     B39-20 seaning
     B39-21 MadDawg3000
Team_Lift --- 5
     B62-01 Happyfarmer
     B62-02 Upsidedown_Z
     B62-03 Nuclear13anana
     B62-04 icecubeeater
     B62-05 MissXcupcakes
Techit --- 5
     C32-01 Jewrrick
     C32-02 Athena
     C32-03 Xpolicy
     C32-04 Dynamite
     C32-05 Jethroboom
The Booty Alliance --- 5
     C27-01 The Booty Warriuh
     C27-03 bertoelcon
     C27-04 randomman91
     C27-05 ThePinkBluR
     C27-06 ginox
UAH --- 5
     C55-11 Charlaxy
     C55-12 Wolfenhex
     C56-10 Sun_Shine_Dan
     C56-11 hfuller
     C56-12 Ultimae
V1 Tech --- 5
     A01-08 Tek
     A01-10 Professor Borsig
     A02-06 Hobos
     A02-09 Reserved
     A02-10 V1 Assassin
[k^3] --- 5
     B25-01 Reserved
     B25-02 muhteeus
     B25-03 wh173b0y
     B25-08 Rail
     B27-01 fedmanwinz
[p*h] --- 5
     B60-08 Elad
     B60-09 Posar
     B61-08 baaked
     B61-09 Cubd
     B61-10 JackTheRooster
doubletake --- 5
     B63-01 hatz
     B63-02 rax
     B63-03 rYos
     B63-04 kaycritt
     B63-05 gib
id --- 5
     B36-05 coyote
     B36-06 invalidpeer
     B36-07 id_rock
     B36-09 tehjeffman
     B36-10 halfp1nt
403 --- 4
     B35-15 Lilie
     B35-16 Reserved
     B36-18 Reserved
     B36-19 Reserved
80/20 --- 4
     A41-01 WCKD
     A41-03 xtsy
     A41-04 PTHY
     A41-05 samer
Aggressive Crotch Display --- 4
     A59-07 NOUS
     A59-08 ab
     A59-09 tubes
     A59-10 pixel5
Brazzers --- 4
     B20-17 butthole pleasures
     B21-17 Breakfast In Bed
     B21-18 Twerkthatasperger
     B21-19 Plz don't suck me
CFD --- 4
     B16-13 Fodderboy
     B16-14 Reserved
     B16-15 Reserved
     B16-16 Prjman
EW --- 4
     C28-09 HeatiePiePoodinPants
     C28-10 Ksherr
     C28-11 Charnutzzzz
     C28-12 Bowhuntr11
Evil Inside --- 4
     B14-19 danimal
     B14-20 artificiary
     B14-21 Eleazar[Ei]
     B14-22 Rienen
Frag51 --- 4
     B11-18 PatDaRat
     B12-18 Jorshkabbob
     B12-21 Xonos
     B12-22 RedShirtOfficer
Frakking Fraggots --- 4
     A50-06 PhreqE
     A50-07 Mattcito
     A50-08 DannyK
     A51-07 Frozen Iguana
G.O.R.E. --- 4
     B57-01 Beastmowed
     B57-03 MasterZebra
     B57-04 Jordan
     B57-06 Soundimus
GKKC --- 4
     B54-12 ZB
     B54-13 IoWn3rU
     B54-14 Pino
     B54-15 Smartguy
GOD --- 4
     A74-07 MurphyAKARobocop
     A74-08 DickCheney
     A74-09 DragoonsRage
     A74-10 Timotevin10
Hammered --- 4
     A72-05 rebel
     A73-04 Dreyhna
     A73-05 Frustrated
     A73-06 Bishizel
LOUS --- 4
     A15-01 brok3n
     A15-02 Reserved
     A15-03 cowgirlup
     A15-04 Reserved
Maru Slayers --- 4
     C52-03 Ghouldude
     C52-04 Enemy271
     C52-05 darkcrafter3
     C52-06 APmoss
MoosesDearestFriends --- 4
     B35-18 Reserved
     B35-19 EternalFaith
     B35-20 Rhadamanthos
     B35-22 Thor-Oz
Mostly Harmless --- 4
     A29-02 Laken
     A30-01 Akoz
     A30-02 Rook
     A30-03 [MH]neuroid
Mutiny --- 4
     B20-04 RELEASHtheBEASH
     B20-06 Chempy
     B21-05 Zencyde
     B21-06 Powerswitch
Nihonhut --- 4
     B51-18 Ryuu
     B51-19 Dorann
     B51-20 Sulvaat
     B51-22 Kabi
OmNomCon --- 4
     C28-01 FishonFire
     C28-03 Schwiing
     C29-01 Schwiing
     C29-02 EyeHeartPie
Pingas Expresso --- 4
     C57-02 DecretuM
     C57-03 Integralus
     C57-04 Wats Eats Goobert Grapes
     C57-05 felix the cat
RXS --- 4
     B09-04 Ghost in the Shadows
     B09-05 Ashadin
     B09-06 Sniflheim
     B09-07 Duke
Ravage --- 4
     B71-21 th3wr4th
     B71-22 Prinks
     B72-21 Knack
     B72-22 th3m3at
SEA --- 4
     B38-14 SeaBiscuit
     B38-16 Reserved
     B38-17 Naminekills
     B38-19 MissPiggy
SMEGMA --- 4
     B18-01 augr
     B18-02 Malician
     B18-03 uglee
     B18-04 Steve
Super Barley Bros --- 4
     C53-01 JD_Shep
     C53-02 FL1P42
     C54-01 ph03nix42
     C54-02 Whiterhino86
TPG --- 4
     A05-07 CptSparklezzz
     A05-08 JohnDrak
     A05-09 JakeDaSnake1112
     B06-06 MainEacK
TRO --- 4
     B54-19 STINKERBELLE
     B54-20 TRO-Q
     B54-21 HELLKAT
     B54-22 RoguePope
Team Bob --- 4
     C25-01 trick_m0nkey
     C25-02 Drexpert
     C26-01 ForuneCookie
     C26-02 Lykos
Team Gigga --- 4
     B73-19 Whiteboy
     B73-20 Echoic
     B73-21 Hippies
     B73-22 Xanadu
Team Win --- 4
     A58-01 itsspock
     B34-14 wildtype
     B64-18 lafkuku
     B64-22 Somebody
The Flaming Gaze --- 4
     C53-04 Occams Sabre
     C53-05 squashmastertate
     C53-06 Chubs McBalls
     C53-07 GURU MICAH
Trill Nigguhz --- 4
     C56-01 Reserved
     C56-02 Subject81
     C56-03 Reserved
     C56-04 Reserved
WBN --- 4
     A57-01 Slick
     A57-02 Atkins Friendly
     A57-03 Cravin
     A57-04 tricky-t0ast3r
oni-cade --- 4
     C52-09 Brozlaf
     C52-10 Monstarz
     C52-11 ChrisS
     C52-12 Big Bruno
-FR- --- 3
     B02-02 HolyDarkness
     B02-04 D4NG3R0US
     B02-05 DANGEROUSGIRL
4saken --- 3
     A65-04 z1unknown
     A65-05 lun
     A65-06 ConMan
5 Guys + 4 --- 3
     B17-18 The Stig
     B17-19 Disciple027
     B17-20 John Connor
=FOA= --- 3
     B21-13 ClouDrifteR
     B21-14 =FOA=BreadRunner95
     B21-15 =FOA=Ihazissues
Amish Assassins --- 3
     A69-01 Cold_b
     A69-03 Advocate
     A69-04 Soulo
B22 --- 3
     B23-05 Mean 1 dean
     B23-06 Dad
     B24-15 Cute little Pwny
BGB --- 3
     C33-05 Darkfather
     C33-07 vlance
     C33-08 mmckenna
CGU --- 3
     B54-10 Reserved
     B55-10 Reserved
     B55-11 Reserved
Comrad --- 3
     C45-06 OtherBrand
     C45-07 shran2009
     C45-08 EsN_Fish
Craaaaa --- 3
     A62-04 Reserved
     A62-05 Reserved
     A62-06 rousdaur
Craaaaa! --- 3
     A62-07 Erection Thumbs
     A62-08 Shenro
     A62-09 MuShuFasa
DeathBladez --- 3
     B37-15 Draconathus
     B37-17 Kaiser
     B37-18 Popsicle_Ninja
Disgruntled Sea Bass --- 3
     C29-10 BANDN3RD
     C29-11 Bella Bunny
     C29-12 Pillager1900
Dookie Monsters --- 3
     A08-01 Tuhjuh
     A08-02 Silingi
     A08-03 ShempsKid
FOA --- 3
     B22-13 Wanker
     B22-14 chaddercheese
     B22-15 BEEFSUPREME
Fallout --- 3
     B52-09 cNiNE
     B52-10 Shadow
     B52-11 EP
Federation Army --- 3
     B15-07 Razgriz
     B16-06 FA | Auzy
     B16-07 Straylight
FiTH --- 3
     B70-06 Tankcircuit
     B70-07 hetsaq
     B70-08 Arcane
FourthSeal --- 3
     B74-20 FPS_oklahoma1
     B74-21 Rexxaur
     B74-22 samuraislayr44
Guap Getters --- 3
     B18-08 biglancer aka yungGuap
     B18-09 BlackLancer aka HYFR
     B18-10 FrozenSketch
Guerrilla Warfare --- 3
     B18-15 jrdx
     B18-16 ImAwsomeThx
     B18-17 MrSmOoThCuz
KBMOD --- 3
     A21-08 vol1tion
     A21-09 pinkstrawberri6
     B14-10 Reserved
Killers for Hire --- 3
     B56-11 [K4H]Holocaust
     B56-13 PieceOfCake
     B56-14 fatkid
MEDX --- 3
     B72-18 xXAS5A551NXx
     B72-19 Reserved
     B72-20 BMC_TWISTEDFATE
MS --- 3
     B24-01 hendcross
     B24-02 Cybersonic
     B24-04 Dizzle
NPG --- 3
     B13-13 SteelKage
     B13-14 NeoNed
     B13-16 Monstadot
N|A --- 3
     B24-21 Jeff
     B24-22 Wyllow
     B25-21 Ryan
PCS --- 3
     B17-02 Zephyr
     B17-03 CaptainValor
     B17-06 theUMP
Point Gaming --- 3
     B53-10 jochs
     B53-11 Rigg5
     B53-12 Reserved
RTF --- 3
     C16-10 RMX_13
     C16-11 ScorpionJ2
     C16-12 Doomed83
Rainbow Wardens --- 3
     C35-09 echostrange
     C35-10 Freyja
     C35-11 Faust
Roben Warriors --- 3
     A05-01 Duff Trooper
     A05-03 RockingCaveman
     A05-04 FourStringL0B0
Rogue Squadron --- 3
